hotel_name,user_name,country,room_info,no_of_nights_stayed,stay_date,traveller_type,review_title,rating,happy_review,unhappy_review,review_date,scraped_at,happy_review_cleaned_v1,unhappy_review_cleaned_v1
V Hotel Lavender,Shaikh,Bangladesh,Triple Room,6.0,2023-02-01,Family,"Good stay at an affordable price, close to everything.",8.0,clean room with a nice view of the city. Food courts including McDonald & Burger King are at a walking distance. The MRT is just below the hotel so every corner of Singapore is easily accessible.,The bathroom/washroom is a bit small and needs a better exhaust system. Bath toiletries should include conditioner & body lotion.,11/02/2023,08/02/2024,clean room nice view city food court include macdonald burgher king walk distance meet hotel every corner singapore easily accessible,bathromwashrom bit small need well exhaust system bath toiletry include condition body lotion
V Hotel Lavender,Helenita,Philippines,Triple Room,1.0,2023-02-01,Family,Over all nice and very good.,8.0,"Near the MRT Station, malls, shops and restaurants.","small room, small cr",10/02/2023,08/02/2024,near meet station wall shop restaurant,small room small
V Hotel Lavender,Kimberly,Philippines,Triple Room,1.0,2022-12-01,Family,The first time we stayed at this hotel was much better,7.0,"Very conveniently located, room was spacious and bed was comfy","Not sure who was in charge of this room, but our first time staying at this hotel was not like this at all. For this time around, they did not provide us adequate toiletries (no slippers or toothbrush kits, only a few soaps/shampoos), the hairdryer was also not working at all and there was a huge sauce stain (?) on the carpet right outside our bedroom.. But good thing the staff quickly provided the toiletries and a new hairdryer for us",09/02/2023,08/02/2024,conveniently locate room spacious bed come,sure charge room first time stay hotel like time around provide adequate toiletry slipper toothbrush kit soapshampo hairdryer also work huge sauce stain carpet right outside bedroom good thing staff quickly provide toiletry new hairdryer
V Hotel Lavender,Mashwe,United Arab Emirates,Superior Double Room with City View,1.0,2023-01-01,Solo traveller,nice,7.0,Staff attitude.  Location,"I stayed on 7th floor, fungus smell on that floor.",08/02/2023,08/02/2024,staff attitude location,I stay th floor fungus smell floor
V Hotel Lavender,Ammar,Oman,Superior Double Room with City View,1.0,2023-02-01,Couple,Good,7.0,location was good,room very small and expensive,08/02/2023,08/02/2024,location good,room small expensive
V Hotel Lavender,Tinkerbelz,Netherlands,Superior Double Room with City View,5.0,2023-01-01,Family,Good,7.0,Location. Size of room is decent.,"Cleanliness was not great. Room is dusty and carpet on the aisle stink. People smokes inside the hotel too (you can smell it). Since it's an old property, it would be nice to maintain it a little better.",06/02/2023,08/02/2024,location size room decent,cleanliness great room dusty carpet aisle stink people smoke inside hotel smell since old property would nice maintain little well
V Hotel Lavender,Ruth,United States,Triple Room,3.0,2023-01-01,Family,I suppose I’d stay again due to the convenience of the location.,8.0,"The property is close to everything; lots of food options, grocery stores, MRT, bus station.","The rooms were very small, but I knew that going into it and before booking- based on other reviews.",06/02/2023,08/02/2024,property close everything lot food option grocer store meet bus station,room small I know go book base review
V Hotel Lavender,Chee,Malaysia,Superior Double Room with City View,2.0,2023-02-01,Couple,Good,7.0,Location is convenient,nan,06/02/2023,08/02/2024,location convenient,nan
V Hotel Lavender,Peng,Malaysia,Superior Double Room with City View,1.0,2023-02-01,Solo traveller,A day at V Hotel.,6.0,The staff is friendly.,Cleanliness. The room was dusty and seemed like it was a long time never clean. My skin gets itchy after sleeping on the bed.,06/02/2023,08/02/2024,staff friendly,cleanliness room dusty seem like long time never clean skin get itchy sleep bed
V Hotel Lavender,Rachel,Singapore,Triple Room,3.0,2022-12-01,Family,Good location,6.0,Very convenient with the MRT directly under the hotel and many food options around.,Shower drainage system was slow and room smelt stale,04/02/2023,08/02/2024,convenient meet directly hotel many food option around,shower drainage system slow room smell stale
V Hotel Lavender,Jade868,Brunei Darussalam,Triple Room,1.0,2023-01-01,Family,Good,7.0,It is very near MRT.,The kettle is dirty.,03/02/2023,08/02/2024,near meet,kettle dirty
V Hotel Lavender,Hu,Singapore,Superior Double Room with City View,1.0,2023-01-01,Couple,friendly,8.0,convince,a bit small,03/02/2023,08/02/2024,convince,bit small
V Hotel Lavender,Ardy,Singapore,Twin Room,2.0,2023-01-01,Couple,Very good,8.0,Location is connected to Lavender MRT station,Check out time is stated on 11am which is too early.,03/02/2023,08/02/2024,location connect lavender meet station,check time state early
V Hotel Lavender,Benn,Singapore,Superior Double Room with City View,1.0,2023-02-01,Couple,Booked and paid for city view room and was given a inside facing room. Staff at counter was not welcoming to the point o,7.0,It is located in a very convenient area,Aircon is centralised.  cannot be controlled in the room.  whole period is like living in winter country without heater.,02/02/2023,08/02/2024,locate convenient area,iron centralize control room whole period like live winter country without theater
V Hotel Lavender,Lee,Singapore,Superior Double Room,1.0,2023-01-01,Family,Very good,8.0,Locations,Front counter service staff,31/01/2023,08/02/2024,location,front counter service staff
V Hotel Lavender,Madeleine,Australia,Triple Room,7.0,2023-01-01,Family,Very good,8.0,"Location was very good - MRT station is just downstairs, along with lots of food stores and even a Fair Price grocery store.",Toilet was a bit old and shower was mouldy.,29/01/2023,08/02/2024,location good meet station downstair along lot food store even fair price grocer store,toilet bit old shower mould
V Hotel Lavender,Grace,Oman,Superior Double Room with City View,3.0,2023-01-01,Couple,"good enough for 3 nights stay, after the whole day activities",8.0,"it’s near mrt and bus station, outside the hotel you will find more restaurants.","it’s a small room, just enough for 2 person. The toilet is small, no bidet. And there are some dirt/stain in our blanket.",29/01/2023,08/02/2024,near meet bus station outside hotel find restaurant,small room enough person toilet small bide dirtstain blanket
V Hotel Lavender,Jane,Singapore,Superior Double Room,6.0,2023-01-01,Couple,affordable and decent,8.0,the convenience and value for money,"how thin the doors were - we were greeted by screaming children every other early mornings, playing along the corridor while we were still asleep",26/01/2023,08/02/2024,convenience value money,thin door greet scream child every early morning play along corridor still asleep
V Hotel Lavender,Balasivaraman,Canada,Superior Double Room with City View,1.0,2023-01-01,Solo traveller,Good,7.0,Clean and location,"Rooms are too small, washroom also small",25/01/2023,08/02/2024,clean location,room small mushroom also small
V Hotel Lavender,Joanna,New Zealand,Triple Room,3.0,2022-12-01,Family,good location and fair price,8.0,very close to MRT station and two food court nearby,The bed sheets are a bit old,24/01/2023,08/02/2024,close meet station two food court nearby,bed sheet bit old
V Hotel Lavender,Paula,Australia,Superior Double Room with City View,6.0,2023-01-01,Family,"A nice, clean, comfortable place to rest in between activities during a very busy stay.",8.0,"Rooms are small, but comfortable. The pool area is great, nice balance of sun and shade and always seemed to have a breeze. It was a great way to cool down from the Singapore heat. The hotel is above an MRT station and once you understand this very efficient means of transport around the city then everything seemed to be less than half an hour away for about $3. The reception staff were always extremely helpful when we needed to order taxis, stow luggage etc. I would stay there again.","The onsite restaurant was average, not bad, but not great.",24/01/2023,08/02/2024,room small comfortable pool area great nice balance sun shade always seem breeze great way cool singapore heat hotel meet station understand efficient mean transport around city everything seem less half hour away reception staff always extremely helpful need order taxis show luggage etc I would stay,inside restaurant average bad great
V Hotel Lavender,Priscilla,China,Superior Double Room with City View,1.0,2023-01-01,Solo traveller,"If you only need to spend the night for sleeping, it’s an okay hotel. But if you want to relax and enjoy the hotel perse",6.0,"The place is ok, the location is good, it’s clean, the facilities are ok!","The soundproof is very bad, you can hear water dropping (toilet flush) from the room above.",23/01/2023,08/02/2024,place ok location good clean facility ok,soundproof bad hear water drop toilet flush room
V Hotel Lavender,Daniel,Indonesia,Twin Room with City View,2.0,2023-01-01,Family,Good,7.0,Place,My floor room is dirty..hand shower broken..,21/01/2023,08/02/2024,place,floor room dirtyhand shower break
V Hotel Lavender,Kevin,Singapore,Superior Double Room with City View,2.0,2023-01-01,Solo traveller,Alone Time,8.0,The location and the bed.,The shower area is a bit too small. The price seems a bit high considering the size of the room,18/01/2023,08/02/2024,location bed,shower area bit small price seem bit high consider size room
V Hotel Lavender,Shustdhanutt,Thailand,Premier Double Room,3.0,2023-01-01,Solo traveller,Good,7.0,Location,Clean .... The room more  I saw hand print on the window a lot T.T,18/01/2023,08/02/2024,location,clean room I see hand print window lot tt
V Hotel Lavender,Joanne,Singapore,Superior Double Room with City View,4.0,2023-01-01,Solo traveller,Very good,8.0,Location. It was way too convenient to travel around and food everywhere! Staff are very responsive as well.,The smell of the corridor. Not a deal breaker due to the convenience. Size of room is small but have known it before deciding to stay there. The location made it worth.,13/01/2023,08/02/2024,location way convenient travel around food everywhere staff responsive well,smell corridor deal breaker due convenience size room small know decide stay location make worth
V Hotel Lavender,Wronex,United Arab Emirates,Triple Room,3.0,2023-01-01,Family,recommend for travelers and short vacation,7.0,the location was so accessible to metro and local food stalls.,some staffs couldn’t understand english but somehow they cope up when you explain it.,12/01/2023,08/02/2024,location accessible retro local food stall,staff understand english somehow cope explain
V Hotel Lavender,Robertson,Australia,Twin Room,6.0,2023-01-01,Family,Good,7.0,Pool,The amount of stops the lift would do when coming down to the foyer.,12/01/2023,08/02/2024,pool,amount stop lift would come
