username,rating,content,ip_address,time,Attraction,cleaned_content,all_words,verbs,nouns,adjectives
SQD-blossom,5.0,不错，和孩子一起！,北京,05/08/2023,SEA Aquarium,不错和孩子一起。,不错 孩子,,孩子,不错
SQD-blossom,5.0,不错，孩子喜欢。,北京,05/08/2023,SEA Aquarium,不错孩子喜欢。,不错 孩子 喜欢,喜欢,孩子,不错
John_Du,5.0,其实很小。就是一个空间分出了上下几层。丰富度还是很高的,浙江,18/12/2023,SEA Aquarium,其实很小。就是一个空间分出了上下几层。丰富度还是很高的,很小 空间 分出 几层 度 很高,分出,空间,很小 很高
158****0918,4.0,有点小，出来的隧道比进口隧道玻璃干净，更合适拍照。,浙江,06/02/2024,SEA Aquarium,有点小出来的隧道比进口隧道玻璃干净更合适拍照。,隧道 进口 隧道 玻璃 干净 合适 拍照,进口 拍照,隧道 隧道 玻璃,干净 合适
Smile-to-Tracy,4.0,SEA海洋馆很小，1个小时估计就走完了。水母有点多的，其他感觉没啥特别的，里面的兔子冰激淋12新币1个，其他纪念品淘宝价和新币差不多吧，不值得购买，质量也不是很好的样子。,新加坡,01/09/2023,SEA Aquarium,SEA海洋馆很小个小时估计就走完了。水母有点多的其他感觉没啥特别的里面的兔子冰激淋新币个其他纪念品淘宝价和新币差不多吧不值得购买质量也不是很好的样子。,SEA 海洋馆 很小 小时 估计 走 完 水母 感觉 没 特别 兔子 冰激淋 新币 纪念品 淘宝 价 新币 差不多 值得 购买 质量 很好 样子,估计 走 完 值得 购买,海洋馆 小时 水母 感觉 兔子 冰激淋 新币 纪念品 淘宝 价 新币 质量 样子,很小 很好
景洪齐桓公,4.0,小朋友去看看，还是可以，物价票价着实贵了一些。,四川,20/01/2024,SEA Aquarium,小朋友去看看还是可以物价票价着实贵了一些。,小朋友 物价 票价 着实 贵,,小朋友 物价 票价,贵
135****4022,5.0,超级推荐，环境好，趣味性强，还能摸海星,中国香港,13/08/2023,SEA Aquarium,超级推荐环境好趣味性强还能摸海星,超级 推荐 环境 趣味性 强 摸 海星,推荐 摸,环境 趣味性 海星,强
M83****24,4.3,据说是亚洲最大的，里面生物也非常丰富，适合带孩子来。人有点多，里面东西超级贵。,新加坡,10/08/2023,SEA Aquarium,据说是亚洲最大的里面生物也非常丰富适合带孩子来。人有点多里面东西超级贵。,据说 亚洲 生物 适合 带 孩子 东西 超级 贵,据说 适合 带,亚洲 生物 孩子 东西,贵
瑛楠,4.0,海洋馆看多了，跟长隆比，没有什么优势,福建,03/02/2024,SEA Aquarium,海洋馆看多了跟长隆比没有什么优势,海洋馆 看多 长隆比 优势,看多,海洋馆 长隆比 优势,
匿名用户,4.0,有点小，出口隧道比进口隧道合适拍照,浙江,06/02/2024,SEA Aquarium,有点小出口隧道比进口隧道合适拍照,出口 隧道 进口 隧道 合适 拍照,出口 进口 拍照,隧道 隧道,合适
King-san,5.0,非常不错，值得一去，小孩挺涨知识点,新加坡,02/10/2023,SEA Aquarium,非常不错值得一去小孩挺涨知识点,不错 值得 小孩 挺涨 知识点,值得 挺涨,小孩 知识点,不错
205****195,4.0,地方不大，性价比一般吧。,福建,27/01/2024,SEA Aquarium,地方不大性价比一般吧。,地方 性价比,,地方 性价比,
smallyuer06,5.0,小朋友玩的特别开心，馆里里面有实验室，女儿说以后姐姐可以去上班,江苏,26/11/2023,SEA Aquarium,小朋友玩的特别开心馆里里面有实验室女儿说以后姐姐可以去上班,小朋友 玩 特别 开心 馆里 实验室 女儿 姐姐 上班,玩 开心 上班,小朋友 馆里 实验室 女儿 姐姐,
TopangaL,5.0,第二次来，舒服，两个小时内可以逛完，接着去水上乐园，比较方便。,广东,28/10/2023,SEA Aquarium,第二次来舒服两个小时内可以逛完接着去水上乐园比较方便。,第二次 舒服 两个 小时 逛 完 水上 乐园,逛 完,小时 乐园,舒服
_WeCh****44238,5.0,值得一去 没有动物表演,上海,27/10/2023,SEA Aquarium,值得一去。没有动物表演,值得 动物 表演,值得 表演,动物,
匿名用户,4.0,有机会值得一看,上海,16/02/2024,SEA Aquarium,有机会值得一看,机会 值得一看,,机会,
118****444,4.0,有海龙和海牛,江苏,16/02/2024,SEA Aquarium,有海龙和海牛,海龙 海牛,,海龙 海牛,
M36****0116,3.0,一般，没有自我介绍那么震撼，孩子超过12岁就不建议过来了。但是游客安全和管理做的非常好。,澳大利亚,13/12/2023,SEA Aquarium,一般没有自我介绍那么震撼孩子超过岁就不建议过来了。但是游客安全和管理做的非常好。,自我介绍 震撼 孩子 超过 岁 建议 游客 管理,震撼 超过 管理,自我介绍 孩子 建议 游客,
smallyuer06,5.0,里面有很多以前没有见过的鱼种，知识性特别强！,江苏,25/11/2023,SEA Aquarium,里面有很多以前没有见过的鱼种知识性特别强。,很多 见 鱼种 知识性 特别 强,见,鱼种 知识性,强
匿名用户,4.0,总的来说内容较少，拍照也不太出片，小鱼很多，有个鲨鱼池，还有个巨大的鱼池还不错,四川,07/08/2023,SEA Aquarium,总的来说内容较少拍照也不太出片小鱼很多有个鲨鱼池还有个巨大的鱼池还不错,内容 少 拍照 太 出 片 小鱼 很多 有个 鲨鱼 池 鱼池 不错,拍照 出,内容 小鱼 鲨鱼 池 鱼池,少 不错
津霸王,5.0,美丽的海洋世界，奇妙而梦幻，各种海洋生物游戈在大大的玻璃缸中，太壮观了,江苏,20/08/2023,SEA Aquarium,美丽的海洋世界奇妙而梦幻各种海洋生物游戈在大大的玻璃缸中太壮观了,美丽 海洋 世界 奇妙 梦幻 海洋生物 游戈 大大的 玻璃缸 中太 壮观,,美丽 海洋 世界 梦幻 海洋生物 游戈 大大的 玻璃缸 中太,奇妙 壮观
D26****95,5.0,出票方便 比官网便宜 玩的挺开心,北京,19/08/2023,SEA Aquarium,出票方便。比官网便宜。玩的挺开心,出票 官网 便宜 玩 挺 开心,玩 挺 开心,出票 官网,便宜
匿名用户,3.7,海洋馆很小，一下子就逛完了,广东,13/08/2023,SEA Aquarium,海洋馆很小一下子就逛完了,海洋馆 很小 一下子 逛 完,逛 完,海洋馆,很小
美肥猪,5.0,就在圣淘沙，环球影城边上,上海,06/11/2023,SEA Aquarium,就在圣淘沙环球影城边上,圣淘沙 环球 影城 边上,,圣淘沙 环球 影城,
298****762,5.0,海洋馆虽然不大，还可以！,广东,27/10/2023,SEA Aquarium,海洋馆虽然不大还可以。,海洋馆 不大,,海洋馆,不大
匿名用户,3.7,整体一般，不值这个价，不过新加坡物价本来比国内贵，这种海洋馆国内很多地方都做的更好 亮点：水母展馆很漂亮，几个品种的水母真的很美，我拍了视频分享,四川,18/08/2023,SEA Aquarium,整体一般不值这个价不过新加坡物价本来比国内贵这种海洋馆国内很多地方都做的更好。亮点水母展馆很漂亮几个品种的水母真的很美我拍了视频分享,整体 不值 价 新加坡 物价 本来 国内 贵 海洋馆 国内 很多 地方 更好 亮点 水母 展馆 很漂亮 几个 品种 水母 真的 很美 拍 视频 分享,拍 分享,整体 不值 价 新加坡 物价 海洋馆 地方 亮点 水母 展馆 很漂亮 品种 水母 视频,贵 很美
135****1312,5.0,值得一去 小朋友很喜欢,上海,17/12/2023,SEA Aquarium,值得一去。小朋友很喜欢,值得 小朋友 喜欢,值得 喜欢,小朋友,
Chilam,5.0,总体来说还是值得一去,广东,03/12/2023,SEA Aquarium,总体来说还是值得一去,总体 值得,值得,总体,
E04****10,5.0,和大连的圣亚差不多,广东,21/11/2023,SEA Aquarium,和大连的圣亚差不多,大连 圣亚 差不多,,圣亚,
匿名用户,5.0,很干净，环境很好,湖南,14/12/2023,SEA Aquarium,很干净环境很好,干净 环境,,环境,干净
匿名用户,5.0,好地方 值得多去,上海,28/11/2023,SEA Aquarium,好地方。值得多去,地方 值得,值得,地方,
雨追的人,5.0,海洋馆非常适合小盆友去，很多鱼在眼前游，小朋友很喜欢，非常推荐。还有很多鱼类的知识贴在墙上，小朋友既可以游玩也可以去了解相关鱼类知识，,北京,12/09/2023,SEA Aquarium,海洋馆非常适合小盆友去很多鱼在眼前游小朋友很喜欢非常推荐。还有很多鱼类的知识贴在墙上小朋友既可以游玩也可以去了解相关鱼类知识,海洋馆 非常适合 盆友 很多 鱼 眼前 游 小朋友 喜欢 推荐 很多 鱼类 知识 贴 墙上 小朋友 游玩 相关 鱼类 知识,游 喜欢 推荐 知识 贴 相关 知识,海洋馆 盆友 鱼 小朋友 鱼类 小朋友 游玩 鱼类,
_WeCh****152924,5.0,真的很赞呀！,上海,05/11/2023,SEA Aquarium,真的很赞呀。,真的 赞,赞,,
匿名用户,5.0,好好好好好好,新加坡,21/10/2023,SEA Aquarium,好好好好好好,好好 好好 好好,,,
哈信,4.0,海洋馆还真的不是很大，不过海洋小动物还真的是品种齐全,新加坡,05/10/2023,SEA Aquarium,海洋馆还真的不是很大不过海洋小动物还真的是品种齐全,海洋馆 真的 很大 海洋 动物 真的 品种齐全,,海洋馆 海洋 动物,很大
希洪吉罗德,5.0,新加坡海洋馆，就在著名的度假圣地圣淘沙，可以来逛逛。,天津,13/09/2023,SEA Aquarium,新加坡海洋馆就在著名的度假圣地圣淘沙可以来逛逛。,新加坡 海洋馆 著名 度假 圣地 圣淘沙 逛逛,度假 逛逛,新加坡 海洋馆 圣地 圣淘沙,著名
lazzzzzy,5.0,很好看值得,江苏,08/12/2023,SEA Aquarium,很好看值得,好看 值得,好看 值得,,
部落里的熊,5.0,很不错很好,新加坡,07/12/2023,SEA Aquarium,很不错很好,不错,,,不错
M14****865,5.0,很值得去玩,河南,28/11/2023,SEA Aquarium,很值得去玩,值得 玩,值得 玩,,
🦦(接好运版),5.0,超棒的环境,新加坡,13/11/2023,SEA Aquarium,超棒的环境,超棒 环境,,超棒 环境,
leeseabird,5.0,相比之前的海洋馆 这个设施新 还可以和海豚互动,江苏,06/09/2023,SEA Aquarium,相比之前的海洋馆。这个设施新。还可以和海豚互动,相比 海洋馆 设施 新 海豚 互动,相比,海洋馆 设施 海豚,新
_5.颜.6.s,5.0,环境还不错，看到了很多稀奇古怪的海洋生物，学习到了很多的海洋知识，孩子很喜欢看。,浙江,15/08/2023,SEA Aquarium,环境还不错看到了很多稀奇古怪的海洋生物学习到了很多的海洋知识孩子很喜欢看。,环境 不错 很多 稀奇古怪 海洋生物 学习 很多 海洋 知识 孩子 喜欢,学习 知识 喜欢,环境 海洋生物 海洋 孩子,不错
M27****534,3.0,大家还是要小心分辨携程的点评，这个海洋馆在携程被吹爆，全球前十应该不是因为规模和内容，可能更多基于这个海洋馆的理念，就规模大小和海洋生物种类来说着实和国内稍具规模的海洋馆是没法比的，当然了，来岛上休闲看看还是可以啦,北京,02/08/2023,SEA Aquarium,大家还是要小心分辨携程的点评这个海洋馆在携程被吹爆全球前十应该不是因为规模和内容可能更多基于这个海洋馆的理念就规模大小和海洋生物种类来说着实和国内稍具规模的海洋馆是没法比的当然了来岛上休闲看看还是可以啦,小心 分辨 携程 点评 海洋馆 携程 吹 爆 全球 前 十 规模 内容 海洋馆 理念 规模 大小 海洋生物 种类 着实 国内 稍 具 规模 海洋馆 没法 了来 岛上 休闲,分辨 点评 吹 爆 具 没法 了来 休闲,小心 携程 海洋馆 携程 全球 规模 内容 海洋馆 理念 规模 海洋生物 种类 规模 海洋馆,
qingxinxin,5.0,真的很好玩的海洋馆的哦，不错不错吧,广东,14/09/2023,SEA Aquarium,真的很好玩的海洋馆的哦不错不错吧,真的 好玩 海洋馆 不错 不错,好玩,海洋馆,不错 不错
陈忆玲,5.0,感觉不错哦 我觉得很好 哈哈哈还好还好,上海,12/09/2023,SEA Aquarium,感觉不错哦。我觉得很好。哈哈哈还好还好,感觉 不错 哈哈哈 还好 还好,还好 还好,感觉,不错
匿名用户,3.7,海洋馆好小，没表演，比香港查太多,新加坡,14/02/2024,SEA Aquarium,海洋馆好小没表演比香港查太多,海洋馆 没 表演 香港 查太多,没 表演,海洋馆 香港 查太多,
小舍儿,5.0,海洋馆不错，表演挺有特色，值得。,山东,17/08/2023,SEA Aquarium,海洋馆不错表演挺有特色值得。,海洋馆 不错 表演 挺 特色 值得,表演 值得,海洋馆 特色,不错
139****8455,5.0,内容浅显，很适合做海洋科普呢 38米长，8米高的全景观赏鱼缸 就算坐着发呆也不错的 也有小得需要用放大镜的小可爱 摇摇摆摆 最可爱的是一直在海底睡觉打呼的eel了,印度尼西亚,07/03/2023,SEA Aquarium,内容浅显很适合做海洋科普呢 米长米高的全景观赏鱼缸。就算坐着发呆也不错的。也有小得需要用放大镜的小可爱。摇摇摆摆。最可爱的是一直在海底睡觉打呼的eel了,内容 浅显 适合 海洋 科普   米 长 米 高 全景 观赏 鱼缸 坐 发呆 不错 放大镜 小可爱 摇摇摆摆 可爱 海底 睡觉 打呼 eel,适合 观赏 坐 发呆 摇摇摆摆 可爱 睡觉 打呼,内容 海洋 科普 全景 鱼缸 小可爱,浅显 长 高 不错
杜一峰,5.0,小朋友非常多，非常好玩的地方。,上海,19/08/2023,SEA Aquarium,小朋友非常多非常好玩的地方。,小朋友 好玩 地方,好玩,小朋友 地方,
luna****302,5.0,很小很精致，新加坡的景点都不大，但是维护的都很新，整体感受是非常舒服的,辽宁,04/08/2023,SEA Aquarium,很小很精致新加坡的景点都不大但是维护的都很新整体感受是非常舒服的,很小 精致 新加坡 景点 不大 维护 新 整体 感受 舒服,维护 感受,新加坡 景点 整体,很小 精致 不大 新 舒服
ya****bs,4.0,喜欢各种鱼类和海洋生物的大小盆友们都值得去，海洋馆很大，水族生物种类也非常多样，不错的消暑地,重庆,03/08/2023,SEA Aquarium,喜欢各种鱼类和海洋生物的大小盆友们都值得去海洋馆很大水族生物种类也非常多样不错的消暑地,喜欢 鱼类 海洋生物 大小 盆友 值得 海洋馆 很大 水族 生物 种类 多样 不错 消暑,喜欢 值得 消暑,鱼类 海洋生物 盆友 海洋馆 水族 生物 种类,很大 不错
