username,rating,content,time,image,UserURL,Attraction
漢江鴨鴨,4.0,聖淘沙，在新加坡本島以南五百米處，面積約3.47平方公里，是新加坡本島之外的第三大島。殖民時期，聖淘沙是英國海軍基地，島上還留有建於1880年的英國碉堡西洛索炮台。現在的聖淘沙島，已被開發成為設備齊全的海上樂園，島上的海洋博物館，陳列有新加坡港的歷史、航海術的發展歷史等資料，以及新加坡居民早期的生活用具和生活方式。聖淘沙島集主題樂園、熱帶度假村、自然公園和文化中心於一體，是新加坡旅遊和娛樂業的璀璨明珠，是人們休閒、度假、旅遊的好去處。,09/09/2017,6,https://sg.trip.com/review/sentosa-82520-121231807?locale=en-SG,Sentosa
mapleseason,4.0,刚到新加坡，就来圣淘沙了，酒店班车正好到这里，整体感觉圣淘沙就是人造而成，其实不大，但是里面比较绕，幸好老公比较熟悉，来到鱼尾狮雕像，直接可以走到海边，还有飞行，斜坡滑车，时光之翼这些不错的玩乐地点。,30/08/2017,6,https://sg.trip.com/review/sentosa-82520-119953829?locale=en-SG,Sentosa
lulu0531,5.0,圣淘沙是新加坡旅游必去的地方，时间充裕建议玩两天，除了环球影城，还有海洋公园，巴拉湾海滩，激光秀，鱼尾狮爸爸等景点，还有W，香格里拉等等值得住一整天的酒店，环球影城正门下面就是发达的交通系统。打的很方便，不过要附加费，此外在岛上捷运是免费的，还是可爱的粉红色车厢，很适合休闲度假在岛上逛一逛,03/04/2017,3,https://sg.trip.com/review/sentosa-82520-100346218?locale=en-SG,Sentosa
M58***38,5.0,圣淘沙岛是新加坡南边的一个岛屿，也是新加坡必去的景点，坐地铁就可以到达，岛上集酒店餐饮娱乐于一体，有海洋馆，环球影城，水上探险乐园，走过吊桥还可以看到亚洲最南端的海景，如果时间充裕在岛上可以玩儿两天。,31/03/2017,3,https://sg.trip.com/review/sentosa-82520-100303824?locale=en-SG,Sentosa
M13***28,5.0,圣淘沙岛是到新加坡必去的地方入岛交通可以乘坐捷运（4新币），步行（免费），入岛后再乘坐捷运海边巴士这些都是免费~岛上就相当于一个度假村吧~各种东西应有尽有，各种游乐项目和景点都很多！如果资金充裕可以住岛上度假~不住岛上其实也没多大影响，交通很方便~,28/03/2017,3,https://sg.trip.com/review/sentosa-82520-99616096?locale=en-SG,Sentosa
houlei5577,5.0,圣淘沙岛（PulauBelakangMati）是新加坡南部岛屿，是新加坡本岛以外的第三大岛。圣淘沙岛位于新加坡本岛以南500米处，东西长4千米，南北宽1.6千米，面积为3.47平方千米。圣淘沙岛在殖民统治时期为英国海军基地，旧名绝后岛，1972年改名。已开发成设备齐全的海上乐园，岛内景点有建于1880年的英国碉堡西洛索炮台、5世纪的古炮（内有复杂的地下建筑物城墙和炮座、大炮、臼炮）、海洋博物馆（陈列有新加坡港历史、航海术的发展过程等资料）等。圣淘沙被视为新加坡旅游与娱乐业的璀璨明珠，是集主题乐园、热带度假村、自然公园和文化中心于一体的休闲好去处。,13/02/2017,3,https://sg.trip.com/review/sentosa-82520-96862182?locale=en-SG,Sentosa
大姐小露開心果,5.0,聖淘沙島有獨立地鐵線和島內交通捷運四個站從環球影城魚尾獅塔纜車到三大海灘真是個度假天堂～聖陶沙所有的景點、設施、展覽演出，都需要另外購票如果先選定想玩的項目買個套票還是省時省錢的～推薦：1）日間：老虎摩天塔     搭乘360度的玻璃觀景台 邊轉邊升到高空可以完整的欣賞聖淘沙島美景2）黃昏：沙灘踏浪3）夜間：水舞表演      8點鐘開場時      燈光耀眼      水精靈      隨著震耳的音樂舞動      精彩絕倫      絕對不容錯過～,11/10/2016,3,https://sg.trip.com/review/sentosa-82520-89320365?locale=en-SG,Sentosa
monlin,4.0,到达新加坡的第一站就是圣淘沙岛！从牛车水坐地铁到怡丰城，通过圣淘沙步道（年底前均免费，是一种初览圣淘沙风景的好方式），步行5-10分钟到岛上。岛上有环球影城，水族馆，4D馆，有海滩有酒店有表演，当然还有各种又萌又威严的鱼尾狮~非常适合作为一家大小情侣出行的第一站！,05/10/2016,5,https://sg.trip.com/review/sentosa-82520-89183520?locale=en-SG,Sentosa
bmi2004,5.0,由于没有做太多攻略，虽然知道去圣淘沙有船、缆车、公交、步行都可以到达，而且缆车是最推荐的，可是还是没来得及弄清楚到哪里坐缆车，坐乌节路跳上了一辆开往圣淘沙的公交就以为很快就到了，心想反正新加坡也就那么大，二十分钟总归能到吧，结果晚高峰有点堵车，而且是绕来绕去的，估计开了45分钟才到。已经是华灯初上，游客却是不减，非常有气氛，还可以在山顶看到山寨的mini鱼尾狮，整个小岛灯光效果非常好。中心舞台还有热烈的表演。,12/09/2016,3,https://sg.trip.com/review/sentosa-82520-87205431?locale=en-SG,Sentosa
水墨淡彩,5.0,值得去哦，住岛上最好，因为最少要玩两天。地铁到站后就是怡丰城，很好逛，还有美食城，这里都可以待上半天。然后坐小火车进岛，也可以步行。我们玩了环球影城，SEA海洋馆，天际斜车，时光之翼，都很好玩，还有水上乐园我们没有去，听人说也非常好玩。岛上吃的东西很多，价格也不会比岛外贵。,19/07/2016,3,https://sg.trip.com/review/sentosa-82520-83944360?locale=en-SG,Sentosa
青海开心旅游车队,5.0,新加坡南部岛屿。位于新加坡本岛以南500米处，东西长4千米，南北宽1.6千米，面积为3.47平方千米，是新加坡本岛以外的第三大岛。在圣淘沙岛殖民统治时期为英国海军基地，旧名绝后岛，1972年改名。现已开发成设备齐全的海上乐园。岛西端的英国碉堡西洛索炮台建于1880年。5世纪的古炮保存于此，内有复杂的地下建筑物城墙和炮座、大炮、臼炮。海洋博物馆陈列有新加坡港历史、航海术的发展过程等资料；新加坡居民早期使用过的独舟、原始的捕鱼方法、渔具等都用木板。,19/05/2016,3,https://sg.trip.com/review/sentosa-82520-74276750?locale=en-SG,Sentosa
M35***78,4.0,如果你想找一个色彩缤纷的拍照地方，这里会是不错的选择哦在海边，随处可见的小清新咖啡厅和小酒吧，重点是人很少，可以各种不停的拍照凹造型圣淘沙是有那种轻轨一样的交通工具，买了以后一整天都可以随便坐，但是因为新加坡本身就不大，所以圣淘沙小之又小。一共有4站，本来计划第一站下来以后走一走，再坐到第二站，结果发现第一站下车后没走两步就到第二站了，所以整个圣淘沙岛可以靠徒步走完,28/04/2016,16,https://sg.trip.com/review/sentosa-82520-74703787?locale=en-SG,Sentosa
🌞Hey！是潇奇吖！,5.0,除了环球影城 圣淘沙岛本身就是个休闲度假好去处 最好在岛上住一晚 岛上酒店很多 价格大众能接受 非常悠闲的海岛体验 适合全家出行或者情侣出行 而且岛内的交通（3条bus线路还有1条 tram）全部免费 不用担心在大太阳下暴走跨岛了,24/03/2016,3,https://sg.trip.com/review/sentosa-82520-71662288?locale=en-SG,Sentosa
Yumi330,5.0,海边风景不错很适合家庭出游，住在岛上的酒店交通便利环境也好，除了岛上的各种游乐景点，在海边陪小朋友也可以呆上大半天！住在了palawan海滩这面安静些！就是吃饭除了酒店就要到名胜世界那面去，海滩边上的饭不好吃！,13/02/2016,3,https://sg.trip.com/review/sentosa-82520-70809458?locale=en-SG,Sentosa
cxsc,5.0,环球影城-这里确实是成年人的迪士尼，适合小孩子玩的不多，（也可能是我家小孩胆子比较小）一定要买快捷票，否则排队太绝望。海豚园-海豚探索和海豚零距离接触，亲手触摸海豚，和海豚互动一小时，超nice！好像据说这个形式国内还没有，够小朋友显摆一阵子了。海豚园里还有各种水上项目，不用识水性，没有危险，小朋友非常喜欢。所有游戏都有救生员，非常安全。沙滩-因为好多人来圣淘沙都去影城，所以沙滩人很少，景色非常好！我们沿海边走了15分，就看到7个人。如果可能，一定把酒店订在岛上，多多探索圣淘沙上的奥秘。,26/01/2016,3,https://sg.trip.com/review/sentosa-82520-70409424?locale=en-SG,Sentosa
小吥咯咯,5.0,圣淘沙岛屿很大 而且里面好玩的东西很多哦,19/01/2022,0,https://sg.trip.com/review/sentosa-82520-169183356?locale=en-SG,Sentosa
sunnycccc,5.0,圣淘沙名胜世界里面好玩的多 酒店也很多哦,29/12/2021,0,https://sg.trip.com/review/sentosa-82520-168913949?locale=en-SG,Sentosa
sunnycccc,5.0,岛上面好玩的东西很多 也有很多不错的酒店,24/11/2021,0,https://sg.trip.com/review/sentosa-82520-168489328?locale=en-SG,Sentosa
sunnycccc,5.0,圣淘沙是一个人工岛 上面有很多好玩的东西,22/10/2021,0,https://sg.trip.com/review/sentosa-82520-168084040?locale=en-SG,Sentosa
little GIANT,5.0,新加坡海边最有名的岛屿之一，旅游胜地。,02/09/2021,0,https://sg.trip.com/review/sentosa-82520-167578520?locale=en-SG,Sentosa
寻梦公子,5.0,位于市区最南端的小岛，岛上娱乐活动丰富,29/08/2021,0,https://sg.trip.com/review/sentosa-82520-167549100?locale=en-SG,Sentosa
M35***83,5.0,这是超棒的海边界上的木制道路。 如果你有两个小时的空闲时间，你一定要使用这条木板步行道到达圣淘沙。 走圣淘沙步行道不需要门票钱。 不用担心下雨，它可以使你免受雨淋。,09/10/2019,5,https://sg.trip.com/review/sentosa-82520-161472930?locale=en-SG,Sentosa
elsashen0529,5.0,新加坡圣淘沙岛，现在真的是越来越高大上了，有环球影视城，非常值得一玩啊，记得要买快速票，否则排队时间长啊，小动物们也好可爱的，这里的环境真的好，不愧为花园城市,25/10/2018,9,https://sg.trip.com/review/sentosa-82520-157077571?locale=en-SG,Sentosa
M10***97,5.0,孩子心中梦想的多多岛，亲子圣地，娱乐项目太丰富了，自然风光也很棒（其实是人工填出来的岛），我们第一天很晚才到酒店，玩了整整两天还有很多地方没去，给下次留遗憾啦,27/02/2016,9,https://sg.trip.com/review/sentosa-82520-71271806?locale=en-SG,Sentosa
小吥咯咯,5.0,圣淘沙名胜世界里面的酒店非常的不错哦,20/01/2022,0,https://sg.trip.com/review/sentosa-82520-169203137?locale=en-SG,Sentosa
sunnycccc,5.0,圣淘沙名胜世界里面 好玩的东西非常的多,12/12/2021,0,https://sg.trip.com/review/sentosa-82520-168707076?locale=en-SG,Sentosa
sunnycccc,5.0,圣淘沙名胜世界里面有很多好玩的东西哦,10/12/2021,0,https://sg.trip.com/review/sentosa-82520-168683249?locale=en-SG,Sentosa
grace,5.0,必来打卡的地方，特别干净，特别漂亮！,23/11/2021,0,https://sg.trip.com/review/sentosa-82520-168478622?locale=en-SG,Sentosa
sunnycccc,5.0,圣淘沙岛很大 里面有很多好玩和好的酒店,27/10/2021,0,https://sg.trip.com/review/sentosa-82520-168135370?locale=en-SG,Sentosa
天路客77,5.0,非常适合有小朋友的亲子游，一天不够！,06/10/2021,0,https://sg.trip.com/review/sentosa-82520-167909279?locale=en-SG,Sentosa
小吥咯咯,5.0,圣淘沙岛上有很多好玩的东西可以玩的哦,04/10/2021,0,https://sg.trip.com/review/sentosa-82520-167869442?locale=en-SG,Sentosa
sunnycccc,5.0,圣淘沙名胜世界里面有非常多的高档酒店,24/09/2021,0,https://sg.trip.com/review/sentosa-82520-167766681?locale=en-SG,Sentosa
sunnycccc,5.0,圣淘沙是一个非常大的人工岛 景色很不错,21/09/2021,0,https://sg.trip.com/review/sentosa-82520-167735071?locale=en-SG,Sentosa
M30***11,5.0,进入圣淘沙之前，会有一个类似收费站的地方，向工作人员出示圣淘沙内酒店的订单就可免费进入，否则会收取一定费用（大约5.6新），整个车程不到20分钟吧，12新。,14/09/2019,5,https://sg.trip.com/review/sentosa-82520-160919138?locale=en-SG,Sentosa
Anson,5.0,圣淘沙名胜世界集酒店群 海洋馆 环球影城 水世界 沙滩 海滨风光于一体的大型旅游胜地 体验非常不错 要深度游玩建议3-5天的时间在岛上走走逛逛看看吃吃,08/07/2019,5,https://sg.trip.com/review/sentosa-82520-159642419?locale=en-SG,Sentosa
M14***84,5.0,圣淘沙岛，一个星期，忘记工作中的烦恼。特别适合情侣和亲子游，以后还会过来的。,24/10/2015,10,https://sg.trip.com/review/sentosa-82520-59627184?locale=en-SG,Sentosa
sunnycccc,5.0,圣淘沙名胜世界很大 里面有很多好玩的,22/12/2021,0,https://sg.trip.com/review/sentosa-82520-168825502?locale=en-SG,Sentosa
M20***54,5.0,交通方便，景色宜人，旅游项目丰富。,07/12/2021,0,https://sg.trip.com/review/sentosa-82520-168656152?locale=en-SG,Sentosa
理然,5.0,超级多好玩的，比如环球影城，海洋馆,03/12/2021,2,https://sg.trip.com/review/sentosa-82520-168607159?locale=en-SG,Sentosa
sunnycccc,5.0,圣淘沙名胜世界里面有很多不错的酒店,25/11/2021,0,https://sg.trip.com/review/sentosa-82520-168510706?locale=en-SG,Sentosa
James李1972,5.0,网红打卡圣地，环境一流，出片一流。,22/11/2021,0,https://sg.trip.com/review/sentosa-82520-168471572?locale=en-SG,Sentosa
sunnycccc,5.0,圣淘沙里面有很多好玩的游乐场很好玩,29/07/2021,0,https://sg.trip.com/review/sentosa-82520-167314228?locale=en-SG,Sentosa
小吥咯咯,5.0,好玩的 好的酒店 圣淘沙这里有很多的哦,24/04/2021,0,https://sg.trip.com/review/sentosa-82520-166312961?locale=en-SG,Sentosa
泰宁根吴承恩,5.0,到新加坡来玩，如果不到圣淘沙的话，就等于没来过新加坡吧。景色非常的漂亮的，而且这里有很多的娱乐设施，从新加坡过来也是非常的方便有地铁的,25/05/2020,3,https://sg.trip.com/review/sentosa-82520-163521303?locale=en-SG,Sentosa
M35***82,5.0,如果你想在一天内逛完圣淘沙，siloso海滩和环球影城，我建议你乘坐缆车。最好是买通票，这样你就可以乘缆车直接从Imbiah到 siloso，再到环球影城。,09/10/2019,5,https://sg.trip.com/review/sentosa-82520-161473146?locale=en-SG,Sentosa
M33***26,5.0,步行到圣淘沙岛很不错，可以替代公交车或单轨电车。岛上还有一系列的散步道，只是可惜它们不是环行，但有了这张信息量很大的地图，你可以很容易地找到你要去的地方。,13/09/2019,5,https://sg.trip.com/review/sentosa-82520-160912322?locale=en-SG,Sentosa
麻麻爱甜馨,5.0,带娃出游的话建议住在岛上，虽然岛上消费略高，但是相对还是比较省力的，岛上娃玩的东西比较多，也有海滩和大海，适合带娃。岛上有一个卡丁车的项目一定要去体验哦。,07/11/2018,6,https://sg.trip.com/review/sentosa-82520-157169436?locale=en-SG,Sentosa
