username,rating,content,time,Attraction
SISISIY,5.0,全世界最大的排名第二的摩天轮，有28个观景仓，每个观景仓可以坐28个人，也可以租一个观景仓开party. 又能远眺马来西亚和印尼🇮🇩,11/11/2022,Singapore Flyer
_M15****9727,5.0,夜景好棒！,13/06/2023,Singapore Flyer
M22****9868,5.0,摩天轮挺好，带小朋友和老人一起去的，都很喜欢，摩天轮之前会看一个展览，讲新加坡历史的,17/07/2023,Singapore Flyer
SISISIY,5.0,目前是世界排名第二高的摩天轮，165米高，因为靠海边，所以刚好可以看到周边的马来西亚和印度尼西亚的岛屿,10/08/2022,Singapore Flyer
_M13****1990,4.3,带娃打卡游，自己坐了几次了，已经无感。最高点的时候气氛不错，价格肯定是不算便宜的,12/04/2023,Singapore Flyer
🍓🍓小米🐽🐽,5.0,新加坡摩天轮是真的很值得坐一次的，我是晚上坐的，夜景很美！,20/04/2023,Singapore Flyer
W’sTrip,5.0,新加坡摩天轮观景轮真的是不错不错不错啊,20/06/2022,Singapore Flyer
帅帅的牛,5.0,晚上去的，人不多，单独占了个胶囊仓，体验完美，超级大型摩天轮，完美夜景。,09/05/2023,Singapore Flyer
清风圣明,5.0,很不错的体验，值得一试，风景非常的好，可以纵览新加坡上空，开心😃,13/06/2023,Singapore Flyer
M22****7134,5.0,风景不错，夏季7点左右登上摩天轮，一半日景一半夜景，特别完美😊,29/06/2023,Singapore Flyer
小C的大姐是小Q,5.0,太方便了，而且比当场买票便宜。直接扫码就进去了，很好很推荐,31/05/2023,Singapore Flyer
南屯杜少,5.0,整体不错 可惜下着雨 看不到太阳 不过很凉爽 服务还行中英文都可以,28/01/2023,Singapore Flyer
~*Smile*~,5.0,直接出示手机上的二维码就OK了。现订现用，非常方便！,22/06/2023,Singapore Flyer
ya****bs,4.0,新加坡的摩天轮观景台位于市中心滨海花园附近，所以位置决定了其极佳的视野，坐到高处可将坡国的各个地标景点尽收眼底，晚上的夜景配合滨海湾的灯光挺不错的,21/07/2022,Singapore Flyer
蓝莲花0829,5.0,在新加坡滨海湾，这里景色很美，周边有著名的帆船酒店，夜晚坐在摩天轮看景简直就是享受,19/06/2022,Singapore Flyer
Openticket,4.0,看看夜景不错。网出票挺快，我们到了购票处看到在排队才临时去携程上搜了下，结果下单后秒出票，直接扫码进去，省时间，省事儿。,12/11/2022,Singapore Flyer
186****6697,5.0,经历了白天到黑夜的过程，最美夕阳和夜景,04/05/2023,Singapore Flyer
M42****3114,5.0,摩天轮夜景太美 刚好遇到旁边办活动放烟花,18/03/2023,Singapore Flyer
蓝莲花0829,5.0,滨海湾公园很醒目的景观，坐上去可以俯瞰整个滨海湾的景色，帆船酒店等，夜景很美。,23/12/2022,Singapore Flyer
花梨木,5.0,小盆友很开心,11/05/2023,Singapore Flyer
loveyuki,5.0,活动期间买一送一票，绝对超值,06/07/2023,Singapore Flyer
爱吃鱼干饭的小仙女吖,5.0,这个景点很不错，非常好看，孩子很喜欢，还会再来的,15/09/2022,Singapore Flyer
o0唱游,5.0,位于新加坡滨海河岸的摩天观景轮高达160余米，是世界上最高的摩天轮。,05/09/2022,Singapore Flyer
津霸王,5.0,新加坡旅游的必打卡景点，登上摩天观景轮，新加坡的美景和繁荣尽收眼底,09/08/2022,Singapore Flyer
匿名用户,5.0,很方便，可以直接刷码入园,01/07/2023,Singapore Flyer
118****558,5.0,风景优美，视野开阔,22/07/2023,Singapore Flyer
M23****991,5.0,看夜景必去第一站！,06/06/2023,Singapore Flyer
M21****885,5.0,姑娘一个人上去的,10/07/2023,Singapore Flyer
小牛先生爱旅行,5.0,风景很美，值得,02/07/2023,Singapore Flyer
135****6437,5.0,超出预期，很棒,27/06/2023,Singapore Flyer
希洪吉罗德,5.0,这个摩天轮超级大，景色也很美，金海湾公园，金莎尽收眼底,03/12/2022,Singapore Flyer
_WeCh****168621,5.0,很轻松就完成,09/07/2023,Singapore Flyer
_WeCh****275542,5.0,值得打卡一回,04/05/2023,Singapore Flyer
由我决定,5.0,很不错的地方，适合带孩子一起去看看，希望疫情早日过去,12/08/2022,Singapore Flyer
墨菲斯托83,5.0,还不错！！,11/07/2023,Singapore Flyer
M36****1287,5.0,景色非常好,19/04/2023,Singapore Flyer
Summer00007,5.0,不错哦嘻嘻,11/02/2023,Singapore Flyer
由我决定,5.0,滨海湾附近的经典景点，可以俯瞰整个滨海湾，非常喜欢,16/11/2022,Singapore Flyer
希洪吉罗德,5.0,上次去新加坡的时候做过一次，花园城市尽收眼底，不错,29/05/2022,Singapore Flyer
龙神皇陛下,5.0,可以一揽新加坡城景风光的摩天轮，比较适合拍照打卡。,09/05/2022,Singapore Flyer
由我决定,5.0,新加坡眼，地理位置得天独厚，周边的景色秀丽宜人,04/05/2022,Singapore Flyer
Luka1024,5.0,摩天轮永远是小孩最喜欢的游览项目之一,26/05/2022,Singapore Flyer
E17****43,5.0,新加坡摩天观景轮还是值得一去的。,21/05/2022,Singapore Flyer
wpplply,5.0,新加坡的标志性建筑，非常喜欢。,06/12/2022,Singapore Flyer
M21****360,5.0,新加坡摩天轮，是著名景点之一。,09/09/2022,Singapore Flyer
琼山左宗棠,5.0,挺好的呀呀呀呀呀呀呀呀呀呀呀呀,18/05/2022,Singapore Flyer
王木木,5.0,好漂亮的景色 孩子们非常喜欢的,09/07/2022,Singapore Flyer
ya****bs,4.0,坡国的摩天观景轮位于金沙附近，视野很开阔，一圈半小时，可以尽情浏览当地美景，夜景更漂亮,23/10/2022,Singapore Flyer
蓝莲花0829,4.0,这是滨海湾公园的摩天大楼，登上可以看到整个滨海湾的全景，还有帆船酒店，好漂亮。,21/09/2022,Singapore Flyer
M10****058,1.0,携程就是垃圾！！！！我的订单扣了我的钱显示预定成功但是到了那里根本没有我的订单！！！！！骗钱的企业啊啊啊啊啊啊，打电话客服没人接听，对方也很无奈说没有订单无法准备我们的食物！！！回国后必须投诉到底，维权到底！！！！,03/08/2023,Singapore Flyer
希洪吉罗德,5.0,物 去新加坡的时候做过一次，太美了，花园城市尽收眼底，漂亮,30/08/2022,Singapore Flyer
M25****632,4.3,总体还可以,08/07/2023,Singapore Flyer
300****109,4.0,新加坡的地标建筑之一，可以乘坐浏览城市风光。,02/07/2022,Singapore Flyer
110****123,4.0,新加坡摩天轮里面宽敞，视野广阔。,22/07/2022,Singapore Flyer
M25****790,4.0,没什么人，不需要排队，晚上去玩玩,16/07/2022,Singapore Flyer
M25****790,4.0,性价比还可以，景色蛮好的。。。,02/11/2022,Singapore Flyer
M14****332,5.0,夜景太美了，喜欢,03/12/2022,Singapore Flyer
158****5631,5.0,不错不错不错,23/01/2023,Singapore Flyer
pedestrian-lee,5.0,真的很好玩,22/05/2022,Singapore Flyer
王子哈哈,3.7,晚上8点到，夜景很差，到处黑黑的，什么都看不到,05/07/2023,Singapore Flyer
_WeCh****705549,3.7,一般般，可能晚上没啥特色,14/06/2023,Singapore Flyer
Gloria Ryo,3.0,"那些年,很高兴一起去新加坡乘摩天轮。",13/06/2022,Singapore Flyer
Anonymous User,5.0,很值得推荐，新加坡的地标，风景很不错，位置也很好找，特别晚上能看灯光秀，非常精彩，非常震撼，摩天轮运转时，也非常平稳。。,16/02/24,Singapore Flyer
Anonymous User,4.0,挺好玩 可以俯览新加坡🇸🇬的景色 哈哈哈哈哈哈哈哈哈哈好很好很好很好哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,14/02/24,Singapore Flyer
Anonymous User,5.0,携程购票很方便，价格和现场一致，没有多收钱。晚上去的摩天轮，人不多，几分钟就进去了。里面有空调，很凉爽。景色非常漂亮，30分钟很快就过去了。非常好！,07/02/24,Singapore Flyer
Anonymous User,5.0,新加坡摩天观景轮🎡高达165米🌟，曾是世界🌍蕞高的摩天轮，直到2014年被拉斯维加斯的&ldquo;高高摩天轮&rdquo;🎡（High Roller）所超越。但目前啊🤔，它仍然是全亚洲🌏蕞大的摩天轮🎡。,23/12/23,Singapore Flyer
Anonymous User,5.0,可以俯瞰金莎，远眺鱼尾狮，原本担心顶着烈日是否会很晒，其实箱体内都有空调和隔热玻璃，很舒服。虽说每个最大可容纳10人，但人少的时候，一个家庭，最多4-5人一起，很合理的安排,01/02/24,Singapore Flyer
amo0102,5.0,快日落的时候去搭乘 安安静静的欣赏夕阳西下 落日余晖洒满城市 🌆非常美丽 在亚洲圈 是我最喜欢的摩天轮了 带着娃一起感受 分享了很多的快乐,17/02/24,Singapore Flyer
joycedongzy,5.0,夜景还是很美的 不过夜间反光要贴在玻璃上拍照 恐高的人就不太敢走动啦 值得去 但性价比比高,11/02/24,Singapore Flyer
Anonymous User,5.0,可以在28个大小🚌相当于公共汽车的空调舱内&ldquo;飞行&rdquo;✈，以每秒0.78英尺的缓慢速度🐌完成一次单圈，每次行程⏰大约需要30分钟⏳。每个舱室🚪不仅配备了空调❄和紫外线过滤器☀，还提供了罗盘🧭和语音导游,23/12/23,Singapore Flyer
M46***93,5.0,非常值得去的摩天轮，夜景超级好看，推荐不要太晚过去，因为理论上九点半就是最后一个仓位了，为了让排队的人都能上去，工作人员会在临近结束的时候尽量安排多一些人进同一个车厢。如果人少的时候，是可以两人独享一个车厢的。上摩天轮之前有一个时光之旅的展览，主要介绍新加坡的历史和发展，有一些互动设施也很有意思。在摩天轮转至最高点的时候会有一个特别提示，如果想要录像的话需要提前准备。前后左右都是透明的，可以看到金沙，滨海花园等地标建筑，不过由于室内外温差或者下雨的原因，门窗上可能有水汽会影响拍照。整体体验非常好，不虚此行。,20/11/23,Singapore Flyer
Anonymous User,5.0,从摩天轮上，可以欣赏到美丽的滨海湾风景，新加坡市区的全景以及远处马来西亚和印度尼西亚的景色，是世界上唯一一个可以远眺两个外国的摩天轮，是新加坡不可错过的旅游景点之一。,23/12/23,Singapore Flyer
Anonymous User,5.0,坐在里面很稳，甚至感觉不出在动，轿厢很大，但这次放进去的人过多，估计得有十几人，还是有点挤，体验感受到一些影响。这次滨海湾花园和树丛灯光都没开，也影响了一些体验。,02/02/24,Singapore Flyer
Anonymous User,5.0,外围最佳观景台Sky Deck：P3、P4，先不验票，乘坐手扶梯到二楼，沿着最外层露台，往地铁MRT方向走，跟着指示牌可以看到SKY DECK草坪，非常适合取景；,23/12/23,Singapore Flyer
全幼儿园最聪明,5.0,这个目的地绝对是旅行者的天堂美丽的风景和丰富的文化让人流连忘返这次旅行真是太棒了！遇见了独特的风土人情，收获了难以忘怀的回忆。,06/02/24,Singapore Flyer
_M1***29,5.0,冲着亚洲最高摩天轮去的，最高点165米，节奏很慢，这样不用担心头晕，只要不上恐高患者，基本上老少皆宜，携程上订票方便，我们下午19:30去的，没怎么排队，随到随玩。,25/01/24,Singapore Flyer
Krisyyie,5.0,原本想去看夜景灯光秀，预计人挤人，机智的我们还是下午过去了，然后我们三个人包下了一整个车厢，半小时还是值得的，当然相信夜景更美，但是我们就不挤了,03/12/23,Singapore Flyer
Anonymous User,5.0,观景舱内有两个显示屏可以知道高度，到达最高点会有语音提示，上升的半圈没有太多夜景，但是下降的夜景非常赞。夜景还是比较漂亮。,23/12/23,Singapore Flyer
Anonymous User,5.0,亚洲最大的摩天轮，到达最高点时景色非常好，摩天轮转的特别慢，有足够的时间观赏美景,23/01/24,Singapore Flyer
lxf1110,4.0,新加坡摩天观景轮，我们去那天人特别少。景观相当不错，后来听说夜景会更美呢！坐在观景轮里，可以很直观感受到，新加坡的现代化建设、植被覆盖率等等&hellip;&hellip;,24/12/23,Singapore Flyer
Anonymous User,5.0,2008年开放，共有28个观景舱，每个舱都能容纳最多28名游客，旋转一周需要大约30分钟的时间。,23/12/23,Singapore Flyer
Anonymous User,5.0,30 分钟一圈 中午去的人很少 都是自己人一个车厢 体验感超好,07/02/24,Singapore Flyer
135***85,5.0,非常好，很有安全感，轻松，休闲的项目，一家老小都适合。,28/01/24,Singapore Flyer
M52***44,5.0,风景很好，7:45的滨海湾灯光不要在摩天轮上看，还是天空树下看更好，摩天轮下有新加坡介绍，可以在到新加坡的前几天去看一下有个了解。,19/11/23,Singapore Flyer
chw_t,5.0,摩天轮一圈下来大概半小时，推荐傍晚七点左右去，天不太黑，灯光亮起来了，天气好的时候，晚霞满天，排出来的照片真是一级棒！！,06/08/23,Singapore Flyer
CC明眼看世界,4.0,远道而来的，当然要试一下，很大的摩天轮🎡小朋友很开心，就是交通不太方便，要走一大段路才能到，虽然是地铁站附近，如果有接驳车就更完美了。,20/01/24,Singapore Flyer
Anonymous User,5.0,白天比较热，建议晚上过来坐，不那么热心情很放松。一个车厢大概6-8人，空间很大，可以走动。夜景真的很美很美。,05/02/24,Singapore Flyer
M24***94,5.0,挺不错的，值得体验一下,01/01/24,Singapore Flyer
M52***01,5.0,携程买比现场便宜多了。先是一段时光之旅，慢慢展现新加坡的发展历程，大概两三层楼的样子，走完后就来到了摩天轮的排队入口。在金沙酒店旁体会一次高空俯瞰真的不错，一边坐摩天轮一边听讲解介绍，一次大概半个小时，非常不错。,02/10/23,Singapore Flyer
开水哥,5.0,先是一段时空之旅，讲述新加坡的变迁历史还有未来发展，光影效果及图文叙述夺人眼球，直至坐上缆车把整个新加坡尽收眼底，几大标志性建筑在高空俯瞰有些不一样的感觉，30分钟的游览不急不躁，恰当好处，总体推荐！,17/08/23,Singapore Flyer
jjk0809,5.0,巨型摩天轮可以观赏新加坡全景，天气好视野可以一路看到马来。进入摩天轮前会通过时光隧道介绍新加坡以及摩天轮的相关内容，设计得比较巧妙。上摩天轮后大概一圈三十分钟，建议6：39左右上去，可以看到天亮到天黑的不同景色，很妙。,12/08/23,Singapore Flyer
